OrderItemID,OrderID,ProductID,Quantity,UnitPrice
301,112,18670,4,102.7
302,112,5487,3,190.65
303,113,1291,2,150.58
304,114,2644,3,114.42
305,114,1406,2,197.38
306,114,16612,5,43.88
307,114,3725,1,117.95
308,114,3800,5,186.96
309,115,16578,5,13.55
310,115,11619,3,19.46
311,115,4531,4,128.41
312,116,258,3,163.52
313,117,12614,2,6.3
314,118,7022,3,50.41
315,118,17836,2,7.36
316,119,9192,5,152.9
317,119,19382,2,170.42
318,120,18396,3,101.0
319,120,15414,1,175.28
320,120,1913,2,167.57
321,120,18930,2,59.96
322,121,19885,1,12.28
323,121,19761,5,170.04
324,121,2906,1,103.09
325,122,7163,2,80.37
326,122,13716,2,70.86
327,122,711,4,92.44
328,122,2261,4,115.55
329,123,3631,1,160.62
330,124,5303,3,35.21
331,124,527,1,121.52
332,125,12050,3,86.08
333,126,11131,1,30.8
334,126,14681,3,45.8
335,126,14096,1,99.65
336,127,1430,3,192.48
337,127,15744,3,191.0
338,128,16704,1,174.82
339,128,12265,4,37.49
340,129,98,1,39.78
341,129,9017,3,60.04
342,130,9837,2,80.6
343,130,19671,1,181.16
344,131,3932,5,47.04
345,131,16276,1,193.37
346,132,1853,2,41.24
347,132,6158,5,146.21
348,133,13855,4,25.55
349,133,12373,4,66.37
350,133,7314,4,12.24
351,133,18307,5,135.97
352,134,3997,2,177.07
353,134,6953,1,170.39
354,134,2213,5,57.61
355,135,5059,3,138.59
356,135,40,5,175.57
357,135,13776,1,60.55
358,135,2835,2,29.62
359,136,7452,2,155.84
360,136,14499,1,165.2
361,137,5402,2,139.04
362,137,9706,1,112.9
363,137,3176,5,139.98
364,137,7702,1,138.85
365,138,9769,4,78.9
366,138,18954,3,121.64
367,138,18078,1,194.22
368,139,3606,1,131.45
369,139,14741,5,118.74
370,140,3104,5,15.52
371,141,3192,4,23.88
372,141,17304,3,23.64
373,142,17323,4,63.53
374,143,13747,3,146.64
375,143,8051,5,125.28
376,144,10004,5,150.86
377,144,10784,1,41.61
378,144,13903,2,41.61
379,145,11882,5,81.02
380,145,13371,2,98.53
381,145,9311,5,67.19
382,146,2010,4,183.26
383,146,8764,4,20.32
384,146,4573,1,38.53
385,147,15702,3,72.66
386,147,1295,4,103.41
387,147,13824,3,62.7
388,147,3168,3,41.7
389,148,4391,5,5.11
390,149,531,5,169.78
391,149,18198,3,94.67
392,150,10694,5,107.65
393,150,16803,2,155.85
394,150,17685,5,32.62
395,150,6828,5,131.96
396,151,14827,1,164.38
397,151,9222,4,61.23
398,151,14262,5,70.03
399,151,14441,2,180.81
400,152,13954,1,29.37
401,152,12564,4,177.89
402,153,1246,2,38.99
403,153,15901,4,126.16
404,154,2361,5,39.4
405,154,11785,2,102.74
406,154,13751,1,88.05
407,154,4011,5,49.55
408,154,10062,4,77.54
409,155,4166,5,44.75
410,155,19886,5,126.98
411,155,18628,5,167.52
412,156,5629,2,22.72
413,156,756,2,164.41
414,156,9929,1,33.7
415,156,18538,4,92.46
416,157,4165,2,120.58
417,158,4966,4,144.94
418,159,10547,3,108.34
419,160,12402,1,81.17
420,160,6268,2,105.21
421,160,6756,1,169.29
422,161,19154,2,116.11
423,162,14220,5,197.56
424,162,5148,5,147.15
425,163,16867,4,36.83
426,164,11257,4,115.86
427,165,14365,5,12.57
428,165,12042,2,79.09
429,166,4146,1,101.34
430,166,9029,3,30.76
431,166,7522,2,122.82
432,167,10968,3,12.7
433,168,7180,4,62.25
434,169,2439,2,123.53
435,169,3119,2,6.7
436,170,5769,1,135.79
437,170,12339,3,187.61
438,170,1515,5,42.13
439,170,15022,2,131.52
440,171,3491,3,6.35
441,171,1959,2,19.96
442,171,6350,2,87.13
443,171,14655,1,73.96
444,171,15993,4,153.02
445,172,19982,5,36.11
446,173,10819,1,119.35
447,173,15952,2,58.08
448,174,5519,3,177.04
449,174,11741,3,68.86
450,174,7766,4,124.97
451,174,18193,1,196.4
452,175,398,4,182.1
453,175,595,4,181.96
454,175,14041,2,97.61
455,176,14680,2,118.44
456,177,15900,4,32.38
457,177,14586,3,70.86
458,177,6751,5,88.11
459,177,11658,5,164.24
460,178,11767,4,81.43
461,178,5624,5,57.56
462,178,2065,4,64.7
463,178,5885,4,192.23
464,178,16151,2,182.63
465,179,3062,2,151.77
466,179,5431,2,37.38
467,180,17829,4,62.38
468,180,15511,3,89.25
469,180,16671,3,163.84
470,181,14016,3,13.13
471,181,7639,3,52.03
472,181,11983,4,129.58
473,182,17982,3,96.32
474,182,7851,2,114.62
475,183,16378,5,87.29
476,183,16963,5,29.62
477,183,19939,4,103.92
478,183,10033,5,15.41
479,183,1624,1,168.99
480,184,18104,5,32.91
481,184,18488,1,153.9
482,184,1957,2,75.95
483,184,17948,5,172.83
484,185,15964,4,76.26
485,185,13929,3,147.07
486,185,17958,2,189.3
487,185,12145,1,8.24
488,186,10024,4,17.01
489,187,19568,1,114.66
490,187,14631,1,5.11
491,188,19693,2,146.82
492,188,496,3,192.7
493,188,5194,1,11.95
494,188,4220,2,193.68
495,189,8683,2,29.51
496,189,16092,2,88.11
497,190,6291,3,107.57
498,191,856,1,44.32
499,191,16285,3,78.34
500,191,14900,3,17.86
501,192,12110,4,89.65
502,193,2523,1,163.85
503,193,11543,5,150.92
504,193,454,5,65.53
505,194,11906,5,73.58
506,194,17931,3,91.44
507,195,16698,4,134.03
508,195,10506,1,125.23
509,195,12969,5,143.55
510,195,10150,5,23.25
511,196,16339,4,123.0
512,196,17690,2,53.33
513,196,12840,3,9.66
514,197,17850,5,88.54
515,197,2937,4,7.03
516,197,14330,4,67.74
517,198,1662,5,16.45
518,198,16925,2,87.33
519,198,13770,2,129.74
520,198,11774,5,177.95
521,199,16386,5,194.09
522,199,5373,5,11.0
523,199,2172,1,84.45
524,199,7382,5,132.13
525,200,10794,5,68.23
526,200,19766,1,186.38
527,201,9491,5,126.34
528,201,19332,4,80.19
529,202,10961,2,187.13
530,202,3704,5,70.18
531,203,14140,2,11.74
532,203,5287,5,90.79
533,203,1114,3,190.75
534,204,286,3,6.44
535,204,16226,1,173.53
536,204,18143,4,33.49
537,205,19837,3,69.42
538,205,8186,3,66.38
539,206,19616,3,82.53
540,206,16972,4,70.12
541,207,1187,2,168.62
542,207,14983,1,179.36
543,207,13973,4,162.7
544,207,12220,4,38.69
545,207,3855,4,189.94
546,208,778,5,121.63
547,208,9383,4,80.85
548,208,1311,2,173.5
549,208,10238,3,135.72
550,209,8477,3,166.96
551,209,3960,1,177.64
552,210,3799,5,104.4
553,211,15166,5,77.18
554,211,3464,4,106.61
555,211,1345,1,105.94
556,212,2869,3,95.57
557,212,9315,2,195.24
558,212,18901,3,199.75
559,213,7969,4,19.64
560,213,17538,4,122.31
561,213,5423,2,154.92
562,213,18497,2,64.44
563,214,4520,1,9.93
564,214,8545,1,66.57
565,214,18549,3,14.16
566,215,11996,3,145.94
567,215,13466,1,50.87
568,216,14713,1,199.05
569,216,1393,3,117.47
570,216,633,3,119.44
571,217,10151,2,106.31
572,218,7227,4,145.59
573,218,5430,4,38.8
574,218,12179,5,132.48
575,218,9583,2,184.55
576,219,9398,1,151.14
577,219,14912,1,84.15
578,219,12464,4,116.78
579,220,18953,4,89.81
580,220,9297,2,37.32
581,221,13652,5,125.95
582,222,3228,5,19.79
583,222,12111,2,76.23
584,223,19572,3,88.71
585,223,4234,3,68.38
586,224,18964,2,194.86
587,224,1492,2,8.22
588,224,3377,3,68.47
589,225,7373,4,82.39
590,225,1040,4,143.62
591,225,16760,5,13.73
592,225,5537,2,116.49
593,226,6312,5,63.07
594,226,213,1,154.87
595,226,6746,3,34.25
596,226,9401,1,183.86
597,226,11597,4,35.94
598,227,1582,3,98.79
599,227,19958,3,181.11
600,228,10735,1,115.4
601,228,17222,3,98.63
602,229,19066,1,187.81
603,229,16915,5,159.27
604,229,11928,5,187.77
605,230,8435,2,139.85
606,230,2281,1,74.42
607,231,4511,5,179.28
608,231,16288,3,134.9
609,232,2465,2,87.84
610,233,5207,5,69.35
611,233,4344,5,90.01
612,234,16717,5,183.35
613,234,967,2,103.73
614,234,12670,1,124.48
615,235,9805,3,161.41
616,235,2656,1,47.78
617,235,4074,3,184.87
618,235,11405,1,104.6
619,236,1117,1,60.21
620,236,17799,3,183.64
621,237,18167,5,102.13
622,237,5398,4,106.23
623,237,7242,3,23.64
624,237,5722,1,72.3
625,237,2607,3,12.06
626,238,14102,4,180.37
627,238,13883,1,136.79
628,238,14084,5,168.8
629,239,8821,3,116.13
630,239,12395,1,146.46
631,239,19712,1,110.11
632,240,10994,4,12.53
633,240,9563,3,54.51
634,240,17847,4,182.06
635,240,16691,2,68.98
636,240,11189,4,199.95
637,241,7981,1,153.86
638,241,5500,2,82.4
639,242,19146,4,131.2
640,243,298,1,54.13
641,244,18858,3,61.7
642,244,641,4,168.84
643,245,10449,1,84.74
644,245,7153,5,114.64
645,246,6092,3,93.42
646,246,18153,4,182.76
647,247,3928,2,149.42
648,247,1881,5,13.81
649,248,4463,4,186.27
650,248,3718,2,65.9
651,248,6827,2,146.9
652,249,5977,4,40.39
653,249,14985,4,61.7
654,250,11500,4,133.82
655,251,10203,2,64.72
656,251,5635,5,196.33
657,251,14357,3,98.65
658,251,4915,4,36.16
659,251,6066,4,103.13
660,252,10628,2,160.07
661,252,19701,3,134.66
662,253,18262,5,152.68
663,253,19080,3,14.45
664,253,4500,4,86.96
665,254,17976,3,32.13
666,255,19367,2,178.31
667,255,1181,2,170.97
668,255,10651,4,119.44
669,256,10996,4,134.37
670,256,18448,5,10.59
671,257,10175,2,117.59
672,257,8101,1,117.56
673,258,10676,3,33.84
674,258,14354,1,176.06
675,258,14854,3,46.81
676,259,3395,1,105.55
677,259,19620,2,187.23
678,260,9372,3,18.34
679,260,472,5,175.37
680,261,13601,2,27.78
681,262,3880,1,140.27
682,262,849,5,164.3
683,262,14748,2,79.12
684,262,9840,1,198.93
685,262,3410,4,24.9
686,263,3398,2,124.99
687,264,3115,2,16.49
688,264,17888,5,197.02
689,265,5033,1,112.13
690,265,4958,5,194.58
691,265,13160,5,159.79
692,266,17070,1,64.63
693,266,8980,4,136.32
694,267,4723,1,100.14
695,268,12705,2,13.29
696,268,18549,2,108.32
697,268,4947,4,118.57
698,269,12741,2,126.42
699,269,15521,2,103.5
700,269,18043,4,122.06
701,269,8846,4,95.87
702,270,15407,2,32.87
703,271,19565,5,128.23
704,271,19120,1,96.96
705,272,6641,4,114.76
706,272,995,3,181.86
707,272,13580,1,188.93
708,272,17869,2,31.82
709,273,18899,5,27.64
710,273,9100,4,134.65
711,273,11955,5,141.4
712,273,1229,4,105.0
713,274,4250,4,198.67
714,274,16439,2,43.78
715,275,2716,3,95.72
716,275,4784,1,134.08
717,276,19394,3,94.95
718,276,11439,1,5.51
719,276,2871,2,135.94
720,277,2441,5,110.72
721,278,6960,5,56.8
722,278,2883,5,178.95
723,278,14878,3,71.74
724,278,3643,2,177.18
725,278,17318,4,71.24
726,279,4402,1,47.45
727,279,13338,3,177.43
728,279,3163,5,54.19
729,280,8614,4,163.46
730,280,10133,3,109.39
731,280,10751,1,54.62
732,281,3464,4,176.54
733,281,19724,3,110.61
734,281,9734,5,8.07
735,281,8975,4,46.04
736,282,17665,2,74.95
737,283,6816,4,180.79
738,283,17665,1,176.71
739,283,3680,1,118.9
740,283,1714,3,96.52
741,284,19816,1,17.26
742,284,8454,3,111.39
743,285,13366,4,161.72
744,286,17976,1,123.23
745,286,17919,4,184.74
746,287,13517,3,189.79
747,287,8911,5,155.13
748,288,9434,4,166.69
749,288,13707,5,148.32
750,289,11887,1,145.26
751,289,12357,5,192.7
752,289,18017,3,95.34
753,289,12650,1,99.15
754,290,8789,3,90.29
755,290,1556,4,161.77
756,291,13013,2,53.16
757,291,9629,1,120.09
758,292,3596,4,29.5
759,292,6985,2,195.6
760,292,2000,2,105.64
761,292,10858,3,164.12
762,292,14577,4,124.14
763,293,11260,5,122.41
764,293,11670,2,157.05
765,294,8968,4,70.19
766,294,6429,1,10.8
767,295,12560,2,167.55
768,295,5370,3,100.29
769,296,10388,1,135.17
770,296,13009,1,84.22
771,296,17400,3,19.12
772,297,18847,3,140.54
773,297,14624,1,23.83
774,298,16369,3,123.88
775,298,12279,3,77.29
776,298,12422,3,61.95
777,298,3362,5,111.13
778,299,12510,3,120.3
779,300,31,4,167.04
780,300,3566,4,60.09
781,301,6315,2,163.17
782,302,3955,5,76.33
783,302,3713,3,126.6
784,303,14555,4,147.53
785,303,12988,5,116.37
786,303,17376,4,114.06
787,303,14974,4,13.99
788,304,317,5,54.29
789,305,17367,4,109.5
790,305,17457,3,184.4
791,305,1541,2,170.4
792,306,15092,5,163.44
793,306,19002,3,189.18
794,307,790,5,65.22
795,307,17574,5,110.74
796,308,7706,1,44.85
797,308,10129,4,73.74
798,309,4543,1,39.35
799,309,5876,2,84.22
800,309,13866,4,58.93
801,310,17174,4,137.6
802,310,17681,2,98.28
803,310,7316,5,161.91
804,310,11594,4,24.6
805,310,5296,4,136.65
806,311,19293,2,67.61
807,311,1281,3,87.45
808,312,10749,2,34.46
809,313,17430,3,175.53
810,313,3076,2,120.83
811,313,18807,2,171.86
812,313,3216,2,47.93
813,314,200,2,101.93
814,314,16899,1,52.68
815,315,6478,4,81.07
816,316,11588,1,60.55
817,316,9090,4,43.56
818,316,15791,5,98.73
819,317,8375,2,77.44
820,317,3719,5,43.7
821,317,10312,2,71.38
822,318,6059,5,47.68
823,318,5369,3,151.87
824,319,6773,1,86.76
825,319,11440,3,130.18
826,320,8275,5,143.17
827,320,14199,3,166.99
828,320,16926,5,88.44
829,321,10767,1,85.43
830,321,10585,2,16.87
831,322,10397,2,136.38
832,323,8837,3,80.84
833,324,9871,2,95.36
834,324,11628,5,28.67
835,324,7420,4,123.88
836,324,8793,2,15.61
837,325,5448,2,31.04
838,325,14783,4,178.93
839,326,18867,3,147.04
840,326,4643,3,174.25
841,326,10732,5,116.23
842,326,3760,2,36.72
843,326,9300,2,169.36
844,327,19779,1,137.43
845,327,13600,1,48.94
846,327,9040,1,93.67
847,327,7684,1,21.34
848,327,7843,1,171.52
849,328,1568,4,36.49
850,328,10199,1,28.24
851,328,2349,3,64.86
852,329,2824,3,24.88
853,329,13910,3,22.63
854,330,5513,3,49.67
855,331,1610,2,73.17
856,332,10135,1,146.89
857,333,19747,3,131.32
858,333,12408,2,119.6
859,333,8616,1,168.08
860,333,5928,3,106.64
861,333,7679,3,96.1
862,334,16202,2,17.29
863,335,9249,1,19.22
864,335,769,4,23.37
865,335,1492,5,126.02
866,336,7162,1,187.9
867,337,4739,1,75.22
868,337,9518,1,190.3
869,337,11706,4,113.35
870,338,11689,3,102.03
871,338,3476,4,195.38
872,339,1011,2,27.68
873,339,14927,1,69.31
874,339,15527,3,96.2
875,339,13887,2,148.27
876,340,2781,4,109.47
877,340,17123,2,87.85
878,341,10401,5,51.57
879,341,18102,4,145.36
880,342,10046,4,137.01
881,342,9308,5,95.36
882,342,18348,3,148.89
883,343,9843,3,152.89
884,343,16608,4,98.57
885,344,11116,2,39.36
886,344,11175,1,170.67
887,344,14065,5,120.68
888,345,1924,5,153.83
889,345,161,3,166.6
890,345,8524,5,63.54
891,346,7646,3,161.49
892,346,2046,1,92.95
893,346,15628,1,144.92
894,347,3780,1,195.79
895,347,14172,4,180.21
896,347,15114,2,173.96
897,348,17815,5,132.5
898,349,4676,5,63.5
899,349,5516,1,25.7
900,349,12657,2,8.51
901,349,2570,5,107.87
902,350,9878,5,157.46
903,350,9326,4,122.59
904,350,8618,1,99.48
905,350,3058,3,29.27
906,350,16634,1,127.54
907,351,17487,1,109.26
908,351,1019,4,20.86
909,351,16439,5,15.37
910,351,7714,4,30.44
911,352,15860,4,145.29
912,352,11068,4,185.62
913,352,17359,5,129.27
914,352,5949,3,174.26
915,353,8565,4,16.93
916,353,5920,3,23.05
917,353,3860,2,183.84
918,353,2951,5,67.69
919,354,19112,5,90.38
920,354,11326,2,93.86
921,355,960,5,76.73
922,355,14894,2,196.08
923,355,2621,3,103.98
924,356,15052,2,171.69
925,356,1051,4,151.93
926,356,11243,2,59.39
927,357,502,4,58.57
928,357,13477,5,185.43
929,358,8711,4,30.43
930,359,981,5,160.6
931,360,19232,1,190.31
932,360,6266,4,14.79
933,361,16203,1,153.3
934,361,15572,1,180.79
935,361,15571,2,162.11
936,362,5533,4,56.92
937,363,7352,4,149.97
938,363,11960,5,142.0
939,364,17145,1,80.94
940,365,3053,1,76.44
941,365,9669,5,137.35
942,365,9094,2,86.9
943,366,2965,1,26.28
944,366,17896,2,159.88
945,367,2934,1,88.93
946,367,8997,1,105.12
947,368,3536,3,144.43
948,368,14701,4,37.03
949,368,8309,1,44.16
950,368,7863,3,88.23
951,369,15087,3,146.54
952,369,3821,3,71.71
953,369,12679,1,118.61
954,369,15079,5,107.14
955,369,14860,1,129.56
956,370,3687,2,85.35
957,370,7813,5,6.26
958,371,5863,3,100.94
959,371,16082,4,82.87
960,372,18317,2,30.78
961,373,13432,1,51.29
962,373,1529,2,6.05
963,374,3677,1,159.94
964,374,2132,3,181.02
965,375,16078,5,91.17
966,375,666,4,53.79
967,375,18026,4,132.04
968,375,18151,5,183.29
969,376,19303,5,147.01
970,376,747,4,20.26
971,376,18940,5,46.4
972,377,356,5,131.72
973,377,4183,5,123.78
974,377,8116,4,116.98
975,378,13510,2,122.2
976,378,18775,4,13.33
977,379,17219,2,190.63
978,379,6666,1,141.45
979,379,7598,2,57.99
980,380,11109,1,78.45
981,381,13926,2,116.89
982,382,6726,5,192.64
983,382,18965,5,107.53
984,382,16088,1,144.91
985,383,3149,2,9.44
986,383,4886,3,69.66
987,383,6203,2,171.5
988,383,11254,3,46.94
989,384,11911,5,174.2
990,384,17729,2,142.59
991,384,17785,5,87.89
992,385,3896,4,185.0
993,385,13653,5,69.79
994,385,2659,5,53.04
995,386,19248,1,54.29
996,386,5659,1,56.6
997,386,16232,5,77.51
998,386,18673,4,107.03
999,387,13522,3,77.49
1000,387,18801,2,196.21
1001,387,13898,5,146.15
1002,387,6964,2,176.67
1003,388,17580,3,150.2
1004,389,4568,4,60.3
1005,389,19370,2,13.93
1006,389,4047,2,33.02
1007,389,995,5,105.06
1008,390,14006,1,108.57
1009,391,15159,2,8.08
1010,391,6440,2,136.93
1011,392,16220,5,111.5
1012,393,16815,5,74.3
1013,393,1718,4,167.82
1014,394,19454,2,41.85
1015,395,17811,2,171.0
1016,396,19542,1,72.63
1017,397,2617,4,117.77
1018,397,19363,2,100.29
1019,397,7292,3,15.08
1020,397,9708,1,155.1
1021,398,837,5,110.91
1022,398,15158,2,139.89
1023,399,8418,1,128.55
1024,399,8163,3,27.01
1025,400,11607,5,134.28
1026,400,1526,5,89.16
1027,401,8954,5,20.12
1028,401,7308,5,41.33
1029,401,13359,4,54.44
1030,401,17759,1,78.28
1031,402,8515,4,85.42
1032,402,19334,5,92.0
1033,402,14404,4,125.3
1034,403,1079,3,102.38
1035,403,14882,3,55.04
1036,404,7763,4,129.35
1037,404,11117,1,171.81
1038,405,14865,1,152.36
1039,405,16552,2,118.08
1040,406,13082,3,130.27
1041,406,17738,1,185.99
1042,406,6642,2,15.86
1043,406,19429,3,131.36
1044,407,12447,5,96.78
1045,407,15190,1,45.51
1046,408,902,4,171.21
1047,408,9943,1,162.47
1048,409,1188,3,163.42
1049,410,11723,5,5.71
1050,411,10745,1,125.59
1051,411,13132,5,134.91
1052,411,8360,4,81.8
1053,411,5861,4,93.29
1054,412,11649,2,19.16
1055,413,13459,5,36.72
1056,413,19420,4,13.82
1057,413,6186,5,126.97
1058,413,16639,5,146.08
1059,414,2131,2,199.76
1060,414,13799,3,184.28
1061,414,3394,5,46.1
1062,415,6326,5,163.44
1063,416,14632,5,144.54
1064,416,13131,4,169.16
1065,417,9479,3,87.13
1066,417,17228,4,75.82
1067,417,1386,4,58.36
1068,417,7244,4,47.58
1069,418,2645,1,160.56
1070,419,1823,1,49.9
1071,420,10868,3,187.14
