sale_id,date_id,product_id,customer_id,quantity,total_amount
127,18058,103565,340430,2,89.50
128,17728,103566,361692,1,137.47
129,19312,103566,357369,2,179.78
130,18965,103568,381257,5,611.80
131,17801,103569,322241,5,86.15
132,19198,103570,352313,1,26.93
133,19198,103571,396836,4,513.64
134,19242,103571,372523,1,79.64
135,18758,103571,354124,1,97.47
136,18047,103572,350455,2,202.86
137,18624,103572,343488,1,177.11
138,19016,103573,305152,3,52.26
139,18475,103573,341892,3,565.77
140,18807,103573,320238,3,245.01
141,19290,103574,313835,5,881.10
142,18414,103574,346252,3,282.18
143,18604,103574,367209,1,7.81
144,17820,103574,395212,5,97.95
145,18966,103575,370440,1,91.09
146,17693,103575,391329,3,592.23
147,18826,103576,341361,4,470.44
148,19346,103576,344693,1,113.40
149,18381,103577,352748,5,32.70
150,18862,103579,399597,1,48.19
151,18885,103579,327749,4,551.28
152,18657,103579,310146,3,231.00
153,19330,103579,322379,1,9.33
154,19054,103581,326790,1,171.27
155,18300,103581,346955,3,62.70
156,18798,103582,358600,5,538.90
157,18233,103583,323331,4,293.00
158,18447,103583,336987,3,232.86
159,17913,103583,348000,5,222.15
160,17655,103585,347322,5,683.80
161,17557,103585,319294,2,230.38
162,18468,103585,398219,2,271.82
163,18940,103585,335220,1,25.00
164,18035,103586,312829,5,106.90
165,18809,103587,382523,3,460.17
166,18331,103588,388515,4,259.88
167,17557,103589,342446,3,412.62
168,19099,103589,378749,5,115.85
169,17630,103591,392253,3,332.94
170,18604,103593,372768,2,373.40
171,19206,103593,335458,3,95.61
172,18713,103594,349811,5,200.85
173,18780,103594,399021,1,98.80
174,18575,103595,389598,3,191.79
175,18484,103596,338233,5,218.10
176,17651,103598,323031,1,173.60
177,17839,103599,315335,2,335.04
178,18810,103599,395819,5,457.40
179,18966,103600,337978,5,654.45
180,18958,103600,352581,1,183.16
181,19308,103601,398056,4,227.68
182,19123,103603,325358,5,601.25
183,18487,103606,310724,1,83.37
184,17958,103606,385666,4,622.12
185,18634,103607,401333,4,744.60
186,18807,103608,381404,1,141.95
187,17698,103608,312813,2,23.86
188,18667,103611,345757,3,533.70
189,18440,103611,336612,3,512.01
190,18186,103612,328686,2,217.16
191,18639,103612,330518,5,653.80
192,17559,103613,399120,2,81.10
193,19036,103613,319828,2,129.10
194,17642,103615,367094,5,585.60
195,18516,103616,315216,5,658.15
196,19278,103617,353178,4,571.64
197,17757,103618,353467,4,142.20
198,18836,103618,391713,2,91.82
199,17939,103619,378236,3,541.17
200,17995,103620,315321,5,468.15
201,19225,103620,324294,1,58.28
202,18581,103623,333800,1,51.79
203,18358,103623,402310,1,171.10
204,17884,103624,400322,2,261.76
205,18058,103625,320395,4,731.00
206,18697,103625,380596,1,74.86
207,18555,103625,354885,2,111.70
208,18862,103626,383104,2,204.82
209,18581,103629,333800,2,157.42
210,19022,103629,382579,2,157.66
211,17689,103630,402387,4,654.00
212,17801,103631,390618,3,527.37
213,19349,103631,377357,5,512.70
214,17770,103632,371534,1,41.93
215,19306,103632,358261,1,89.09
216,19262,103634,402985,2,66.38
217,19258,103635,313260,5,912.20
218,18839,103635,350646,2,171.42
219,17937,103636,317746,1,151.23
220,18938,103636,381694,2,214.16
221,18747,103636,357848,5,75.25
222,18240,103636,341395,4,746.48
223,17646,103637,366440,5,618.55
224,18825,103639,340188,5,464.10
225,18409,103640,355943,2,153.80
226,19287,103640,324259,4,175.32
227,18626,103641,404196,3,307.89
228,18484,103642,325019,2,28.82
229,18482,103644,309487,4,121.76
230,18762,103646,360403,3,41.76
231,18257,103646,387606,2,381.32
232,18626,103646,404196,3,133.92
233,19022,103647,321564,3,437.70
234,18604,103647,383476,3,294.54
235,18944,103648,347429,2,200.56
236,18581,103648,383056,1,96.32
237,18574,103648,379982,3,67.56
238,18190,103648,365519,1,163.87
239,18650,103650,355989,5,327.40
240,18549,103650,334318,5,251.70
241,18229,103651,321182,1,153.86
242,18236,103652,402043,3,199.14
243,17535,103653,376093,3,81.03
244,19123,103653,383956,2,370.74
245,19025,103656,354315,5,904.65
246,18230,103656,373521,3,229.32
247,19140,103658,346030,1,35.30
248,18896,103658,381017,2,333.26
249,18709,103658,308730,1,199.73
250,18218,103658,343980,3,374.82
251,18777,103658,334406,3,193.17
252,17937,103658,381589,5,407.85
253,18381,103658,369696,2,275.58
254,18599,103659,307174,2,228.66
255,18647,103665,314782,4,266.08
256,19174,103665,349791,1,17.28
257,18300,103665,394606,5,534.80
258,19069,103666,389233,4,210.08
259,19017,103670,345878,1,51.33
260,17935,103671,358571,4,355.28
261,19140,103671,313944,4,670.44
262,18319,103672,387164,5,123.70
263,18961,103672,352871,3,482.97
264,18648,103673,384931,2,336.20
265,18482,103673,355405,5,37.80
266,18478,103673,372580,2,153.76
267,19016,103674,346949,1,198.44
268,17800,103674,359015,2,80.12
269,19022,103675,336516,5,292.40
270,18346,103676,381641,2,172.16
271,17729,103676,402533,5,843.00
272,17790,103676,378884,2,264.36
273,19201,103676,340299,3,112.68
274,18832,103677,320779,4,190.96
275,18127,103677,334093,2,379.84
276,18545,103677,322411,5,521.20
277,19023,103677,312184,1,26.53
278,17668,103677,334001,2,342.42
279,19194,103678,341107,1,83.16
280,18959,103678,314336,1,105.51
281,18768,103680,314181,4,339.24
282,19126,103682,384611,2,269.48
283,17573,103682,314838,1,193.47
284,18408,103682,345684,3,344.88
285,18719,103683,329950,4,329.56
286,18144,103684,349683,1,121.15
287,18832,103687,372071,2,127.54
288,19015,103687,327633,2,327.18
289,18581,103688,350826,5,681.50
290,18127,103690,351490,4,86.00
291,17757,103692,359978,4,72.80
292,18780,103694,314427,2,321.26
293,19054,103696,369400,4,612.00
294,18570,103696,366632,1,5.34
295,17912,103697,357949,4,50.96
296,18287,103698,362986,4,191.24
297,18844,103698,389038,1,161.36
298,18623,103699,389967,4,597.56
299,19023,103702,378972,4,754.80
300,18229,103704,375597,2,338.02
301,17820,103706,384086,2,205.86
302,17646,103707,400962,5,165.35
303,19248,103707,308172,2,290.36
304,18058,103708,337605,1,175.41
305,18966,103709,361225,3,233.16
306,17992,103709,320070,1,128.21
307,17860,103710,320266,1,164.20
308,18475,103711,330162,4,409.92
309,18457,103712,321617,3,308.28
310,18805,103712,378617,5,749.90
311,18713,103713,353311,1,56.41
312,18257,103713,363562,1,76.92
313,17990,103714,383396,2,330.66
314,19303,103716,374462,4,625.32
315,18381,103716,367441,2,334.50
316,19063,103718,396085,1,121.34
317,18860,103718,363914,5,654.40
318,18231,103718,344179,4,408.80
319,19306,103719,382115,2,44.14
320,18072,103719,383458,2,135.66
321,19327,103721,391553,1,196.78
322,18322,103723,392093,2,361.66
323,18778,103723,363957,3,438.60
324,18665,103724,318454,5,821.20
325,18203,103724,385486,5,756.00
326,18575,103724,404508,2,29.58
327,18380,103725,379422,3,574.29
328,18065,103726,344386,4,518.80
329,18340,103726,309022,2,292.12
330,17651,103726,346969,3,584.61
331,18233,103726,350730,2,354.92
332,17586,103729,326431,1,164.79
333,19344,103730,329776,1,121.20
334,17641,103730,374457,4,436.88
335,17642,103731,310614,5,755.70
336,18229,103732,396531,3,328.08
337,18832,103733,376851,5,276.40
338,18201,103735,367707,3,443.19
339,17728,103736,322868,1,183.26
340,19248,103736,390874,3,447.66
341,19082,103736,351336,4,170.84
342,18482,103737,313964,3,222.03
343,19025,103737,340255,2,118.64
344,18481,103738,346604,1,118.77
345,18796,103738,361813,2,218.14
346,17559,103739,383478,4,564.56
347,17624,103739,402498,3,494.76
348,18569,103740,371155,5,104.35
349,18709,103740,354235,5,664.75
350,17683,103740,344198,4,591.04
351,17982,103741,372184,5,186.60
352,18346,103741,310922,4,551.60
353,17825,103742,375703,5,95.25
354,17907,103743,317665,3,198.36
355,18656,103743,322144,2,118.82
356,19225,103743,314514,2,334.96
357,18576,103744,390998,1,14.05
358,18105,103744,312657,1,117.47
359,18047,103744,350455,1,119.02
360,18896,103744,318318,3,469.05
361,18684,103744,316506,2,316.54
362,19016,103747,366425,3,46.71
363,17655,103747,377924,4,200.64
364,17894,103749,362062,1,156.93
365,17553,103749,404647,4,23.00
366,18963,103751,334383,1,29.04
367,18231,103751,395679,5,865.90
368,18428,103751,382899,3,252.81
369,18046,103752,376769,4,352.08
370,18733,103753,307215,1,51.29
371,19346,103753,356801,3,434.10
372,18888,103754,314156,4,405.24
373,18780,103754,382460,1,100.43
374,17729,103757,402533,2,326.50
375,19179,103757,400024,3,513.36
376,19316,103757,349697,4,748.88
377,19197,103758,359152,4,726.04
378,18434,103758,373679,2,355.20
379,19140,103759,345169,3,385.59
380,19324,103759,314757,4,423.84
381,18346,103760,358498,3,349.95
382,18624,103761,343488,5,254.20
383,19036,103762,332134,1,151.19
384,17571,103762,390017,1,65.64
385,18346,103763,381251,1,159.74
386,18657,103763,361218,2,31.96
387,17573,103763,337657,5,607.65
388,18159,103765,307791,4,725.32
389,18523,103766,395172,2,40.26
390,19306,103767,376455,3,427.26
391,18488,103767,393497,5,603.10
392,19197,103767,319110,3,517.95
393,18159,103768,378793,5,109.65
394,18461,103769,327440,4,626.36
395,18111,103773,337961,5,462.45
396,18233,103774,322965,4,492.24
397,17958,103774,341682,1,46.42
398,18929,103776,316448,1,78.93
399,18354,103776,363987,4,421.32
400,18781,103776,315601,5,357.55
401,19303,103776,329282,1,83.80
402,19033,103776,353882,5,180.60
403,17937,103777,331734,3,235.92
404,18431,103779,333940,3,326.10
405,18234,103780,364343,2,95.56
406,17860,103780,360365,1,17.48
407,18590,103780,342362,2,162.68
408,18665,103781,361177,2,149.28
409,17865,103782,336508,5,361.05
410,18344,103783,306847,2,254.00
411,18966,103784,355218,4,752.76
412,17987,103784,336655,5,588.25
413,17679,103786,329605,1,170.08
414,17587,103786,331305,1,12.25
415,18387,103786,387118,1,189.04
416,18963,103787,391276,1,48.01
417,18807,103788,327572,1,30.65
418,19126,103789,384611,3,542.61
419,18863,103789,314133,1,191.22
420,18523,103790,337116,4,612.28
421,17559,103790,322616,2,275.10
422,19060,103790,337066,1,162.69
423,17801,103791,324948,3,39.51
424,18142,103792,359759,1,111.78
425,19126,103793,370704,3,79.86
426,17748,103794,396804,5,326.80
427,19017,103794,374443,4,718.12
428,18138,103794,377255,3,430.17
429,19225,103796,313099,4,651.76
430,18127,103797,312653,4,97.16
431,18432,103797,332442,3,454.62
432,18657,103797,310146,1,104.16
433,18097,103797,403401,5,286.85
434,18159,103799,365503,2,30.78
435,19262,103800,347360,5,592.95
436,17633,103800,346981,3,358.35
437,18236,103800,384977,5,319.60
438,18555,103802,318705,2,362.30
439,18925,103802,363269,3,501.54
440,18844,103803,389038,1,102.72
441,17586,103804,402556,1,114.93
442,18741,103804,394302,1,83.63
443,17885,103804,334357,5,394.00
444,18947,103805,399093,5,880.25
445,19290,103806,352689,3,233.88
446,19060,103808,309305,4,165.08
447,19060,103808,330701,1,161.26
448,18158,103809,332313,5,196.75
449,18316,103809,307064,3,430.41
450,19314,103810,348334,2,256.36
451,19333,103810,362993,1,174.42
452,17620,103812,382745,3,451.98
453,17912,103813,326112,3,388.20
454,17729,103813,326142,3,166.86
455,18105,103814,374743,1,22.15
456,19346,103814,359824,1,111.48
457,18203,103814,318956,4,451.56
458,19315,103814,340766,5,642.85
459,18561,103818,384601,2,258.24
460,18851,103818,346031,3,299.67
461,17912,103820,330077,5,117.65
462,19106,103821,340091,5,346.90
463,19306,103823,372458,3,593.94
464,17660,103826,339316,1,133.58
465,19063,103826,352097,4,592.36
466,17825,103828,381423,1,95.21
467,18234,103829,310175,2,196.56
468,18733,103829,404785,4,567.32
469,18651,103829,358272,2,380.42
470,19306,103829,347267,2,71.38
471,18478,103830,380842,4,531.96
472,18388,103830,353450,5,794.05
473,18599,103830,315485,5,304.85
474,18925,103831,342334,5,257.10
475,18576,103833,317058,1,157.30
476,17646,103834,400962,5,165.35
477,19248,103834,308172,2,290.36
478,17995,103837,344432,4,138.20
479,17893,103838,372407,2,218.80
480,17912,103838,349887,1,11.69
481,19028,103838,344380,2,138.10
482,17814,103839,326421,3,482.52
483,18649,103840,394940,3,166.56
484,17831,103840,381419,2,136.78
485,17748,103841,391363,3,214.26
486,19349,103842,364219,2,153.16
487,18388,103843,400006,5,92.10
488,17708,103843,325295,2,258.28
489,18309,103844,395521,3,112.02
490,18944,103844,373169,1,60.16
491,18658,103845,348108,1,85.44
492,18917,103847,335341,1,152.79
493,18697,103850,380596,1,182.75
494,17792,103850,314115,4,567.20
495,17681,103850,330033,4,291.24
496,19133,103851,397195,5,918.15
497,18410,103852,390837,3,95.97
498,19332,103856,386173,2,291.44
499,19262,103856,326019,3,94.32
500,18809,103856,382753,1,69.58
501,19258,103857,323764,1,96.06
502,18389,103857,375086,4,184.28
503,18805,103858,382178,5,184.75
504,18940,103858,381564,1,188.10
505,18904,103858,349157,5,391.50
506,17982,103859,372184,5,186.60
507,18346,103859,310922,4,551.60
508,17586,103860,402556,3,553.98
509,18158,103860,319295,2,263.06
510,18197,103860,397993,5,943.60
511,19308,103861,372836,5,689.75
512,18482,103861,376140,4,89.92
513,19321,103861,312804,4,747.32
514,18963,103864,349665,2,139.42
515,19110,103864,328197,2,65.80
516,18860,103865,391659,4,510.68
517,18836,103865,367644,2,211.36
518,18125,103866,369019,1,139.91
519,17683,103866,326056,4,296.48
520,18918,103866,314276,3,553.92
521,19123,103867,355344,1,54.80
522,18667,103867,394750,3,419.85
523,18387,103867,325058,3,159.78
524,18008,103868,328630,4,337.84
525,18204,103868,379440,2,283.86
526,17894,103868,364528,4,489.16
527,18331,103871,380255,3,481.74
528,18649,103871,342990,4,780.88
529,17670,103871,396112,4,184.20
530,18410,103872,383728,2,111.64
531,19162,103873,371246,2,384.92
532,17728,103877,342044,5,269.30
533,18604,103879,403637,2,113.16
534,18944,103880,327866,4,54.68
535,18481,103880,400190,2,22.60
536,19110,103881,350807,4,572.88
537,18359,103884,391560,4,589.04
538,17661,103885,346222,3,161.49
539,17973,103885,365067,5,681.80
540,18424,103886,308060,4,28.92
541,18745,103886,369593,3,466.32
542,18094,103889,364969,3,484.50
543,18439,103890,316132,5,326.10
544,18737,103890,348316,2,120.24
545,17684,103890,307009,3,93.87
546,19281,103890,305896,1,21.03
547,17999,103892,335937,3,538.56
548,19028,103893,359112,2,25.48
549,19060,103893,332738,2,162.04
550,18745,103894,324463,1,142.89
551,17885,103894,374135,3,330.30
552,18127,103896,328315,1,197.89
553,17801,103896,375947,1,193.07
554,18844,103896,344638,5,867.95
555,19033,103896,321675,3,44.49
556,18434,103897,307276,4,646.12
557,17752,103897,383161,4,530.52
558,17800,103898,318650,5,994.85
559,17907,103898,338816,3,295.26
560,18513,103901,328733,1,78.37
561,18331,103901,341454,5,835.85
562,18191,103901,389443,3,570.09
563,18358,103902,333529,4,447.00
564,17564,103902,367465,5,27.55
565,18862,103903,397009,5,478.45
566,19082,103903,308114,5,766.60
567,18354,103903,318953,3,56.82
568,19331,103903,403043,1,144.00
569,18533,103904,377092,2,256.08
570,18684,103904,331517,4,480.68
571,18982,103906,306510,5,41.65
572,17573,103906,310813,1,161.35
573,17659,103907,342338,5,990.15
574,19315,103908,340766,5,988.30
575,17655,103908,370298,2,302.70
576,17894,103909,305889,2,28.96
577,17587,103910,343811,2,156.28
578,19201,103910,382663,2,140.86
579,17583,103911,377815,3,19.62
580,18719,103911,324467,2,354.66
581,18839,103915,336668,4,83.96
582,18588,103915,368172,2,305.12
583,18279,103915,313563,4,229.16
584,19082,103916,380513,5,318.45
585,18860,103917,354528,5,850.95
586,18488,103917,381803,3,404.40
587,17553,103917,321905,2,319.16
588,18301,103917,316184,2,307.94
589,18966,103917,337978,5,370.85
590,19126,103918,336507,2,165.68
591,17912,103919,326112,1,118.63
592,18697,103920,387916,1,29.40
593,19023,103920,400618,1,92.27
594,18186,103921,363179,1,140.98
595,18929,103921,346426,2,348.14
596,18860,103923,365114,5,221.85
597,18649,103924,403681,5,561.80
598,18388,103924,339108,1,147.42
599,19264,103925,378386,1,10.09
600,17670,103925,402938,5,170.70
601,17631,103928,357609,3,478.23
602,19197,103928,339000,1,72.60
603,18300,103928,389158,3,293.70
604,18944,103929,359410,5,752.85
605,19349,103931,380775,4,759.76
606,17800,103932,346438,1,24.80
607,17906,103935,388186,4,625.28
608,18204,103935,312102,2,375.28
609,18144,103936,327657,3,554.61
610,18649,103936,346555,4,742.00
611,19303,103937,329056,4,794.68
612,18741,103937,398914,5,858.05
613,17864,103937,377775,3,47.73
614,17894,103938,331776,1,137.78
615,19038,103938,328720,1,60.50
616,18758,103938,349719,2,42.08
617,19133,103939,326533,2,123.76
618,19017,103939,328748,2,290.98
619,18408,103940,314326,5,155.40
620,18368,103941,383476,4,43.96
621,19117,103941,336127,3,509.01
622,19332,103942,397294,4,266.28
623,19109,103943,356743,5,896.25
624,19290,103943,392754,4,195.36
625,18487,103943,330075,2,211.90
626,18623,103944,356880,5,284.15
627,19221,103945,375833,1,31.87
628,18279,103945,333757,3,499.68
629,18885,103946,400953,5,617.10
630,17995,103947,326940,1,168.53
631,18673,103948,385775,1,196.25
632,18966,103948,378482,5,656.05
633,17894,103948,343501,4,377.04
634,18236,103949,366511,1,136.19
635,19123,103953,329152,1,102.92
636,18513,103953,308842,1,173.72
637,18963,103953,384203,3,532.62
638,18094,103955,368785,1,20.99
639,19136,103955,307623,4,55.64
640,17808,103955,343394,2,63.52
641,18554,103956,389921,1,56.60
642,18229,103957,321301,4,542.72
643,18924,103960,368643,3,245.07
644,18689,103960,308635,2,206.30
645,18496,103960,357452,3,293.40
646,17587,103961,331305,4,489.56
647,17557,103962,366012,3,131.97
648,18557,103963,343346,5,264.50
649,17646,103964,324369,1,90.02
650,17596,103966,401386,2,252.38
651,19014,103966,398383,1,183.23
652,19324,103966,377429,4,343.60
653,17831,103969,335192,5,578.80
654,18658,103969,346992,1,112.57
655,18457,103970,369470,4,298.96
656,19341,103970,386798,4,138.44
657,19309,103970,373318,2,312.84
658,18581,103972,363993,1,42.33
659,17801,103972,340795,2,313.12
660,17620,103974,363668,5,333.30
661,17990,103975,334349,2,14.54
662,18832,103976,366177,2,395.14
663,17998,103976,378357,2,311.88
664,19123,103977,339880,2,60.94
665,18743,103978,345665,2,352.66
666,17660,103980,375502,2,229.04
667,19060,103981,381481,3,466.56
668,18925,103981,324933,3,74.10
669,19267,103981,344259,3,255.45
670,19243,103982,350640,5,467.60
671,17698,103983,329768,3,115.23
672,18447,103983,397040,1,195.95
673,17553,103983,388273,5,74.65
674,17743,103983,352033,1,126.00
675,18844,103988,344194,4,417.80
676,18796,103989,359429,4,48.96
677,18065,103989,360248,1,25.60
678,18176,103990,379845,4,541.32
679,18611,103991,362003,1,187.28
680,19172,103991,376590,2,267.62
681,18144,103991,307301,5,292.30
682,18762,103991,402677,5,125.35
683,18031,103992,402457,5,813.55
684,18186,103992,320542,5,694.70
685,18131,103994,373068,2,309.04
686,19060,103995,328658,1,42.82
687,18551,103996,342439,2,16.24
688,18251,103996,356463,5,731.25
689,19089,103996,367723,4,759.04
690,18860,103996,340264,5,848.15
691,18555,103997,318705,5,537.45
692,19229,103997,355493,1,53.93
693,18650,103998,403777,1,25.65
694,18301,103999,380714,4,365.60
695,17773,104000,308213,4,123.56
696,19303,104000,384926,1,150.15
697,17935,104000,402141,4,688.96
698,17978,104001,342380,3,303.00
699,18065,104002,344386,5,223.30
700,18159,104002,321538,2,38.56
701,17587,104002,381804,3,57.42
702,18354,104003,318953,5,870.50
703,18131,104003,305204,1,81.29
704,18598,104004,330614,5,50.45
705,18299,104006,386015,4,645.28
706,18805,104006,338882,4,376.44
707,18561,104006,400295,1,122.34
708,18360,104010,371128,5,618.85
709,18009,104010,365971,2,348.18
710,18979,104010,374740,1,88.27
711,19306,104010,375525,4,427.08
712,18599,104011,335364,4,612.68
713,19306,104011,335876,4,666.56
714,17885,104015,319190,4,546.64
715,18031,104017,352862,2,354.34
716,17619,104018,385702,1,80.73
717,18959,104018,390611,3,391.11
718,19120,104020,349230,1,14.91
719,18101,104021,355755,2,300.72
720,19162,104021,325887,4,439.92
721,18809,104021,312603,2,119.44
722,17660,104023,348793,4,107.68
723,19303,104024,329056,4,794.68
724,18741,104024,398914,5,858.05
725,17864,104024,377775,3,47.73
726,18544,104027,379868,1,72.43
727,17679,104028,388318,4,126.52
728,19057,104028,306947,5,114.15
729,19025,104029,309136,2,267.48
730,17773,104029,331621,4,171.88
731,18737,104029,388037,4,190.96
732,18138,104031,395322,3,402.60
733,19333,104032,391781,1,22.74
734,19131,104032,360125,4,325.20
735,18103,104032,372801,5,103.85
736,18537,104032,365378,4,487.44
737,18414,104033,376175,4,452.72
738,17893,104035,378187,3,397.65
739,19120,104035,322645,4,256.96
740,17586,104035,369606,2,230.78
741,18836,104036,335358,1,92.37
742,18197,104036,383835,5,776.40
743,17746,104036,340194,4,448.04
744,17670,104037,396112,2,377.16
745,19228,104038,335049,2,389.08
746,17860,104038,366367,1,183.45
747,18862,104039,384907,5,507.25
748,17564,104039,306219,1,26.79
749,19060,104039,382449,3,411.81
750,19358,104041,337717,4,361.92
751,18159,104042,391477,4,310.16
752,18205,104042,369254,5,531.25
753,19308,104043,382413,5,164.35
754,19023,104045,360321,3,543.66
755,17670,104046,378603,4,398.00
756,17772,104046,351854,3,225.54
757,18496,104047,357611,5,740.70
758,18360,104048,341917,2,12.86
759,18353,104049,313526,3,495.57
760,18634,104050,384351,5,196.90
761,18484,104050,397617,5,962.70
762,18598,104051,356107,3,252.27
763,18724,104051,317250,5,623.85
764,18360,104051,310441,4,474.20
765,18447,104051,390525,5,601.65
766,19135,104052,380226,3,297.84
767,18408,104053,342126,4,673.68
768,18008,104054,328630,5,869.90
769,18623,104054,346788,4,535.48
770,19063,104054,375493,3,38.28
771,18888,104055,365790,3,28.26
772,18191,104056,327951,5,908.75
773,18590,104058,388932,2,296.80
774,18575,104058,368256,2,337.82
775,18516,104058,318918,1,124.74
776,19336,104059,336777,2,129.40
777,18346,104060,327456,1,96.66
778,18658,104060,308064,4,93.96
779,17990,104060,382361,2,215.88
780,18190,104060,392621,2,263.68
781,18623,104060,379146,5,356.90
782,17995,104062,344432,5,122.20
783,17655,104062,368018,4,52.52
784,19016,104062,315283,4,35.40
785,17797,104062,373236,2,194.56
786,17956,104063,362217,3,356.85
787,18719,104063,378029,3,368.79
788,17777,104064,325576,4,499.12
789,18447,104065,397040,4,127.52
790,18777,104065,324224,2,133.38
791,17831,104066,381339,2,159.62
792,18658,104067,338543,4,350.28
793,19278,104068,355522,1,39.50
794,18103,104069,342560,1,168.44
795,17693,104070,307484,4,198.88
796,18930,104070,373424,5,331.20
797,19333,104070,395684,4,745.04
798,18172,104070,359987,2,122.96
799,18431,104071,379634,5,660.60
800,19314,104071,324343,5,83.05
801,17651,104071,349440,2,369.20
802,19352,104072,330908,2,314.58
803,19336,104072,310823,1,30.88
804,17624,104073,330179,2,199.46
805,18965,104074,341273,5,702.85
806,17801,104075,392044,3,378.24
807,17746,104075,318159,5,733.35
808,18785,104075,360669,5,365.00
809,17810,104075,321984,2,240.18
810,18428,104078,319273,1,152.44
811,17846,104079,363472,1,183.17
812,18029,104081,376595,3,422.88
813,19054,104083,381715,3,443.43
814,19063,104083,398022,1,145.43
815,18346,104083,395746,1,183.73
816,17624,104084,388422,5,70.70
817,19140,104085,356668,3,185.85
818,17637,104086,329777,3,399.24
819,18771,104087,322077,5,434.65
820,19321,104087,316402,1,31.90
821,18768,104087,318066,4,282.72
822,19262,104088,330700,1,98.26
823,19054,104088,396382,2,245.52
824,17860,104090,391698,2,213.08
