review_id,date_id,product_id,customer_id,rating,eco_rating
400,18234,103695,325034,5,4
401,19297,103695,331285,2,3
402,18148,103696,367257,2,2
403,19285,103696,330052,4,3
404,18487,103696,360793,4,5
405,17822,103696,323926,5,4
406,17770,103696,317584,5,5
407,19215,103696,323343,5,5
408,17998,103696,362671,5,5
409,18571,103696,385875,3,5
410,17601,103697,350466,4,4
411,18639,103697,317411,4,4
412,18006,103697,335492,2,3
413,18251,103697,400066,4,4
414,18805,103697,310020,3,5
415,18649,103697,367684,5,5
416,18239,103697,367068,3,5
417,18432,103697,400159,4,3
418,19200,103698,375436,5,5
419,18376,103698,352818,3,5
420,17849,103698,316712,4,4
421,17681,103698,392816,5,4
422,17589,103698,362051,4,5
423,18701,103699,402232,4,3
424,18262,103699,334669,3,1
425,17845,103699,332219,4,4
426,18513,103699,398093,4,4
427,18554,103699,396447,2,4
428,19341,103699,340276,5,5
429,18236,103699,359281,5,5
430,17661,103702,350558,4,5
431,18457,103702,402038,5,5
432,18634,103702,347249,5,5
433,17619,103702,335012,5,5
434,18487,103702,345426,5,4
435,19264,103702,341207,5,5
436,18724,103702,361819,3,4
437,17567,103702,374554,5,5
438,17765,103704,360558,5,5
439,18947,103704,393551,3,2
440,18556,103704,401980,4,4
441,18677,103704,355174,5,4
442,18165,103704,346265,1,2
443,17792,103704,348113,5,4
444,18425,103705,317947,3,5
445,18340,103705,370775,3,2
446,18741,103705,325906,5,4
447,19306,103705,347102,4,5
448,19131,103705,336289,3,2
449,19173,103705,350815,5,5
450,18923,103705,398865,4,3
451,17835,103705,400297,5,5
452,18024,103706,395446,5,5
453,18344,103706,388774,4,5
454,17925,103706,344927,4,3
455,19229,103706,320335,2,3
456,19007,103706,393446,5,5
457,18410,103706,370058,4,5
458,18137,103706,331545,5,4
459,19179,103706,377871,5,5
460,18013,103706,358945,5,4
461,17748,103706,338773,4,3
462,18774,103706,340358,4,4
463,19242,103706,394442,5,5
464,19117,103706,352641,3,3
465,19201,103707,349798,3,4
466,18575,103707,373895,3,3
467,18741,103707,358041,4,3
468,19203,103707,391574,5,5
469,18685,103707,359326,3,2
470,18810,103707,332410,3,2
471,18389,103707,402876,5,5
472,19333,103707,317212,5,5
473,18453,103707,401881,5,5
474,18765,103707,388979,4,5
475,18195,103707,402638,2,2
476,18475,103707,385719,5,5
477,19165,103707,349011,3,3
478,18816,103707,322558,4,5
479,17731,103707,383767,4,4
480,18805,103707,376747,4,5
481,19327,103707,357716,4,5
482,17555,103712,380784,5,4
483,17820,103712,320539,5,5
484,17555,103712,352052,3,3
485,19251,103712,355769,5,4
486,17757,103712,360136,2,2
487,19346,103715,401471,5,5
488,18909,103715,348395,4,5
489,18159,103715,321844,4,5
490,18779,103715,313510,5,5
491,17948,103715,375552,4,5
492,17800,103715,313002,5,4
493,17708,103715,377143,3,5
494,19116,103715,349277,2,4
495,19251,103715,396117,5,5
496,17538,103715,320146,5,4
497,18094,103715,393752,4,5
498,17831,103715,393712,4,4
499,19056,103715,370879,5,5
500,18167,103715,392257,5,5
501,17817,103715,318139,4,4
502,17689,103715,324188,4,3
503,18885,103715,402855,5,5
504,19244,103717,308700,5,5
505,18165,103717,306225,2,3
506,17864,103717,377627,3,3
507,17821,103717,403882,4,5
508,18847,103717,333129,4,4
509,18569,103717,323747,3,1
510,17751,103717,386973,5,5
511,17642,103719,335301,4,4
512,19126,103719,312609,5,5
513,17980,103719,339154,4,4
514,18767,103719,392181,4,4
515,18157,103719,315692,5,5
516,17659,103719,331715,4,5
517,19329,103719,329648,5,5
518,18050,103719,375823,5,5
519,18953,103722,390799,4,3
520,17710,103722,399383,5,5
521,18025,103722,308691,5,5
522,18058,103722,400315,5,5
523,17885,103725,373218,4,4
524,19253,103725,345606,4,4
525,18590,103726,340106,4,4
526,18460,103727,319428,4,4
527,19308,103727,378687,5,5
528,19135,103727,381359,3,2
529,17863,103727,323912,3,5
530,18598,103727,360296,4,3
531,18071,103727,319525,5,4
532,17852,103727,373860,5,5
533,17582,103730,401923,5,5
534,19182,103730,321830,5,5
535,17985,103730,402018,4,4
536,18120,103730,342506,2,3
537,17885,103731,307375,4,4
538,19358,103731,340516,5,5
539,18798,103731,311472,3,3
540,18743,103735,368142,2,2
541,18301,103735,325596,5,4
542,18957,103735,347744,2,4
543,18302,103735,316914,3,1
544,18006,103735,318393,1,3
545,17872,103735,346279,4,3
546,18604,103735,353116,3,4
547,19316,103735,386992,3,3
548,18221,103738,333069,5,5
549,19309,103738,346657,1,1
550,17935,103738,399043,5,4
551,18628,103738,327813,5,5
552,18824,103738,355116,3,5
553,19015,103738,383206,3,3
554,18527,103738,330842,5,5
555,18490,103738,374004,5,4
556,18579,103740,331020,5,5
557,17790,103740,397922,5,4
558,19016,103740,305602,1,3
559,18722,103740,356297,5,5
560,18805,103740,370770,4,5
561,19299,103740,307157,2,4
562,18691,103740,309434,4,4
563,18776,103743,397805,5,5
564,18558,103743,340557,5,5
565,18917,103743,402431,3,2
566,18481,103743,317798,1,1
567,19301,103743,343243,2,4
568,17939,103743,318262,3,3
569,18022,103743,316588,4,4
570,19251,103743,351981,3,5
571,18340,103743,339152,3,1
572,18785,103744,330775,5,5
573,18351,103744,398774,4,5
574,18518,103745,375970,3,1
575,19120,103745,333013,3,3
576,18947,103745,355031,2,3
577,17660,103745,393402,5,5
578,18343,103745,360360,4,3
579,18351,103745,305744,5,5
580,18623,103745,359633,3,4
581,17903,103745,374872,3,1
582,17777,103745,360116,4,5
583,18774,103745,354918,5,4
584,18549,103745,324090,1,1
585,18728,103745,343782,5,5
586,17915,103745,368942,3,1
587,18024,103745,346591,3,4
588,17773,103745,403774,2,3
589,18157,103745,357815,3,1
590,19056,103745,306208,5,5
591,19251,103745,331580,3,5
592,17849,103745,397185,5,4
593,17571,103746,403899,5,5
594,18061,103746,336335,5,4
595,18343,103746,320986,4,5
596,17640,103746,326204,2,4
597,18454,103746,341343,4,5
598,18719,103747,370898,3,3
599,19166,103747,360210,4,4
600,18069,103747,316048,4,3
601,18491,103747,338700,3,1
602,17917,103747,311541,3,2
603,17814,103747,320717,4,3
604,18611,103747,362597,3,2
605,17978,103747,346451,4,5
606,18357,103750,372541,4,5
607,19095,103755,327932,3,1
608,17658,103755,367386,4,5
609,19258,103755,402028,1,2
610,19073,103755,321185,4,5
611,18218,103755,347542,5,5
612,19306,103755,361377,5,5
613,18739,103757,345609,5,5
614,17846,103757,329618,4,4
615,17939,103757,396556,3,1
616,18959,103757,401175,5,4
617,18649,103757,315177,4,5
618,17972,103757,332154,5,5
619,18203,103757,337270,4,4
620,18453,103757,346587,5,5
621,18234,103757,361149,5,5
622,18315,103757,309225,5,5
623,19136,103757,329366,4,3
624,19206,103757,369152,2,1
625,17874,103757,340154,4,4
626,19305,103757,352453,1,1
627,17985,103757,367042,3,2
628,17872,103757,318426,4,3
629,17641,103757,364942,3,2
630,17987,103757,395229,5,5
631,17553,103757,395913,4,4
632,19068,103757,363392,3,5
633,18086,103760,330486,5,5
634,19257,103760,353007,4,4
635,19242,103760,373646,5,5
636,18195,103760,362757,5,4
637,18969,103760,401828,3,2
638,18454,103760,305232,5,5
639,17702,103760,384525,5,4
640,18482,103760,397651,5,4
641,18692,103763,350053,5,4
642,18207,103763,331815,5,4
643,18537,103763,385012,4,5
644,18799,103763,350427,4,5
645,19356,103763,330901,4,4
646,18101,103763,318962,5,5
647,18407,103766,345594,3,2
648,18586,103766,340773,4,5
649,18412,103766,395074,5,5
650,18216,103766,385023,4,4
651,18765,103766,395730,5,5
652,17651,103766,317957,5,5
653,18938,103766,376057,2,3
654,17684,103766,307979,4,3
655,18896,103766,344169,4,4
656,17777,103766,305560,4,4
657,17935,103766,366067,4,4
658,17728,103766,357389,4,5
659,18965,103768,339870,4,4
660,19346,103771,311064,4,4
661,18637,103771,366374,5,4
662,17925,103771,310375,5,5
663,19228,103771,342509,4,5
664,18055,103771,356678,5,5
665,17875,103771,370731,5,5
666,19036,103771,322352,4,4
667,18101,103771,353872,4,5
668,19324,103771,368594,3,2
669,19140,103774,313648,5,5
670,19056,103774,400152,4,5
671,17816,103774,337131,3,2
672,18947,103774,402221,5,4
673,17987,103774,380153,5,4
674,17985,103777,321103,3,1
675,18924,103777,333285,5,5
676,18572,103777,323592,5,5
677,19082,103777,348420,5,4
678,18351,103777,363513,5,5
679,18777,103777,335315,5,4
680,18551,103777,329674,4,5
681,18259,103780,353688,4,4
682,17670,103780,390374,2,2
683,18394,103780,395238,4,4
684,18322,103780,361983,4,4
685,19285,103780,317148,3,5
686,17559,103780,353005,2,3
687,17992,103780,385377,5,4
688,19028,103780,358831,4,5
689,18923,103784,332176,5,5
690,17647,103784,352972,5,5
691,17580,103784,331597,4,4
692,18434,103787,345178,4,5
693,17631,103787,393236,4,3
694,18824,103788,401614,5,4
695,19356,103788,317683,4,3
696,18523,103788,333735,1,1
697,17746,103789,370058,4,5
698,18709,103789,369567,4,3
699,17872,103789,355568,3,5
700,17800,103789,358861,4,4
701,19038,103789,349584,5,5
702,17698,103789,389107,4,4
703,17833,103789,322125,4,5
704,18205,103789,317550,5,5
705,19356,103789,353790,4,3
706,19241,103789,402471,4,3
707,17860,103789,362988,4,3
708,18259,103796,386308,4,4
709,18536,103796,371408,2,4
710,19084,103796,366136,4,4
711,18228,103796,314898,4,4
712,17596,103796,403575,5,5
713,18961,103796,348926,3,1
714,18218,103796,332392,4,4
715,17670,103796,355166,2,2
716,18635,103798,399316,3,5
717,18035,103798,404481,1,1
718,17596,103798,401703,5,5
719,18944,103798,403156,3,2
720,18745,103802,392959,5,4
721,19064,103802,386340,4,4
722,17995,103804,343357,2,1
723,19099,103804,341164,1,2
724,18496,103804,310069,5,5
725,18940,103804,368297,4,4
726,19172,103804,361681,4,3
727,18909,103804,365713,5,5
728,18684,103804,316495,4,5
729,18338,103804,359682,5,5
730,18279,103804,393932,5,5
731,17772,103804,322536,5,5
732,18743,103804,335635,3,1
733,19095,103804,391372,4,5
734,19025,103804,351299,4,5
735,17777,103804,337977,5,5
736,19255,103804,377262,5,5
737,17646,103804,330339,5,5
738,18097,103804,364050,4,3
739,18518,103804,325697,4,4
740,17898,103804,312902,2,3
741,18604,103804,320904,4,4
742,18127,103809,369445,4,4
743,18251,103809,366628,4,3
744,18857,103809,345153,5,5
745,18741,103809,361138,3,5
746,18307,103809,321875,1,3
747,18441,103809,399762,5,5
748,18685,103809,326996,3,5
749,18196,103809,345576,4,3
750,18050,103813,392981,4,3
751,17757,103813,381795,3,2
752,18826,103813,395016,4,3
753,17752,103813,313992,4,3
754,18650,103813,378268,5,5
755,17855,103813,317534,3,3
756,19251,103813,397474,5,5
757,17900,103813,360916,4,4
758,18957,103814,308535,2,1
759,18302,103814,323547,4,5
760,18046,103814,357319,5,5
761,19307,103814,351499,5,4
762,18354,103817,310073,3,3
763,18983,103817,360909,5,4
764,18108,103817,328696,5,5
765,19095,103817,334213,4,4
766,18837,103817,361144,4,5
767,19256,103817,379338,5,4
768,18921,103817,359888,5,5
769,18799,103817,367563,2,4
770,19258,103817,317123,4,4
771,18257,103817,362283,2,2
772,18832,103817,315413,4,5
773,19352,103817,340248,4,3
774,19330,103817,401977,3,3
775,18643,103817,331450,4,5
776,19130,103817,385890,4,3
777,19094,103817,334659,2,3
778,19346,103817,363116,5,4
779,18986,103817,399163,5,5
780,18461,103817,327636,5,4
781,17583,103817,306775,2,3
782,17820,103817,348394,5,4
783,18900,103817,363659,4,5
784,18156,103817,387390,5,5
785,19225,103817,356313,5,5
786,19268,103817,388023,4,3
787,19184,103817,311429,5,4
788,19338,103819,366427,3,4
789,18477,103819,360589,3,2
790,18624,103819,313977,5,4
791,18482,103819,362556,2,2
792,17854,103819,381054,4,4
793,19251,103819,404790,4,4
794,17720,103819,387406,2,4
795,18184,103824,361789,3,5
796,17686,103824,353417,3,1
797,18196,103824,312216,5,4
798,18264,103825,358296,5,5
799,18617,103825,312598,4,4
800,17856,103825,365304,4,3
801,18031,103825,322717,5,5
802,18986,103825,351569,3,3
803,17728,103825,330999,2,2
804,18061,103826,319568,4,4
805,18963,103826,358453,3,4
806,18022,103826,315652,5,5
807,18745,103826,370539,2,1
808,17846,103826,355810,5,5
809,18743,103830,331175,3,3
810,18437,103830,397395,5,5
811,18172,103830,325758,2,4
812,17790,103830,378364,3,1
813,17638,103833,341938,5,5
814,17698,103833,314161,4,5
815,18340,103833,399695,5,5
816,19201,103834,349798,3,4
817,18575,103834,373895,3,3
818,18741,103834,358041,4,3
819,19203,103834,391574,5,5
820,18685,103834,359326,3,2
821,18810,103834,332410,3,2
822,18389,103834,402876,5,5
823,19333,103834,317212,5,5
824,18453,103834,401881,5,5
825,18765,103834,388979,4,5
826,18195,103834,402638,2,2
827,18475,103834,385719,5,5
828,19165,103834,349011,3,3
829,18816,103834,322558,4,5
830,17731,103834,383767,4,4
831,18805,103834,376747,4,5
832,19327,103834,357716,4,5
833,18737,103839,309833,5,5
834,18677,103839,322991,5,5
835,19094,103839,329077,5,4
836,18951,103839,379779,5,5
837,18172,103839,400616,5,5
838,18733,103839,323706,4,3
839,17572,103846,375781,4,3
840,18279,103846,314780,5,5
841,18180,103848,381584,2,1
842,19341,103848,343644,4,3
843,17958,103848,355078,5,4
844,19303,103848,338787,4,4
845,19197,103848,336659,5,4
846,18736,103848,360003,5,5
847,18774,103848,391970,5,4
848,18798,103851,329379,1,2
849,17947,103851,382924,1,1
850,17535,103851,319187,5,4
851,18617,103851,396832,4,5
852,18137,103851,305573,5,5
853,19080,103851,358212,5,5
854,17684,103853,376707,4,3
855,18641,103853,344549,3,1
856,19038,103854,345871,4,4
857,17980,103854,323981,4,3
858,17978,103854,320239,3,5
859,18269,103854,332578,2,4
860,18851,103861,311457,4,3
861,17654,103861,338599,1,2
862,18650,103862,318419,4,3
863,18552,103862,340687,3,3
864,17778,103862,350279,3,1
865,19013,103863,310072,4,4
866,18769,103863,312569,3,3
867,17770,103863,386908,3,4
868,18044,103863,381577,3,3
869,18895,103863,321385,5,5
870,18649,103863,341044,4,4
871,19305,103863,340425,5,5
872,18677,103863,384823,3,3
873,18906,103863,315605,3,3
874,18354,103863,401968,4,5
875,18648,103863,349481,2,4
876,19344,103863,309764,5,5
877,18781,103863,367834,2,4
878,18826,103863,375837,5,5
879,18350,103863,354011,3,3
880,18107,103863,373403,4,3
881,18758,103863,382177,5,5
882,18159,103863,306803,4,4
883,17659,103863,356393,5,4
884,19060,103863,349164,5,5
885,17980,103863,395162,4,3
886,18300,103864,310008,5,5
887,17748,103864,398898,5,4
888,18552,103864,374963,5,5
889,18101,103864,328026,4,5
890,17686,103864,312985,5,5
891,18604,103864,380669,5,5
892,19137,103864,310107,5,5
893,18900,103864,355572,4,5
894,17535,103864,313044,4,5
895,18044,103864,377692,5,5
896,18744,103864,332622,5,4
897,18959,103864,384545,2,4
898,18868,103864,368692,5,5
899,19022,103868,387407,5,5
900,18705,103868,354030,5,5
901,18604,103868,377325,3,5
902,17637,103868,378033,5,4
903,17975,103868,391569,5,5
904,19346,103868,367997,4,5
905,18647,103868,312338,4,5
906,18863,103868,309458,4,3
907,18590,103868,359741,4,5
908,17596,103868,382528,5,5
909,17679,103869,355802,5,4
910,18932,103869,317452,5,4
911,19237,103869,339628,4,3
912,18763,103869,343833,4,5
913,18953,103869,379229,4,3
914,18571,103869,344587,1,3
915,17619,103870,390016,4,4
916,17582,103870,357394,5,5
917,18148,103870,315003,5,5
918,18160,103870,353776,4,5
919,19278,103870,309733,4,3
920,19212,103870,326269,4,3
921,17565,103870,323723,5,5
922,19243,103870,329487,2,2
923,18986,103871,389631,4,4
924,19098,103871,402728,5,4
925,18612,103871,397241,4,5
926,17917,103871,389196,3,1
927,18284,103878,338613,3,3
928,17586,103878,319069,4,5
929,18639,103878,381426,5,5
